word_id,english_word,word_type,turkish_meaning,category_1,category_2,category_3,english_level,sample_sentence_en,sample_sentence_tr,is_known
2978,sponsor,verb,sponsor,Oxford-3000, , ,B2,The participants' employers sponsor them for the six-month training program.,Katılımcıların işverenleri; altı aylık eğitim programına sponsor oluyor.,0
2979,stare,verb,dik dik bakmak,Oxford-3000, , ,B2,Don't stare at people like that - it's rude.,İnsanlara öyle bakmayın; bu kabalıktır.,0
2980,stretch,verb,uzatmak,Oxford-3000, , ,B2,I tripped on a piece of wire that someone had stretched across the path.,Birinin yolun üzerine gerdiği bir tel parçasına takıldım.,0
2981,strike,verb,çarpmak,Oxford-3000, , ,B2,Democratization has brought workers the right to strike and join a trade union.,Demokratikleşme işçilere grev ve sendikaya üye olma hakkı kazandırdı.,0
2982,struggle,verb,çabalamak,Oxford-3000, , ,B2,Fish struggle for survival when the water level drops in the lake.,Göldeki su seviyesi düştüğünde balıklar hayatta kalma mücadelesi veriyor.,0
2983,submit,verb,göndermek,Oxford-3000, , ,B2,You must submit your application before 1 January.,Başvurunuzu 1 Ocak'tan önce yapmanız gerekmektedir.,0
2984,surround,verb,çevrelemek,Oxford-3000, , ,B2,Snow-capped mountains surround the city.,Şehrin etrafı karlı dağlarla çevrilidir.,0
2985,suspect,verb,şüphelenmek,Oxford-3000, , ,B2,So far; the police do not suspect foul play.,Polis şu ana kadar herhangi bir şüpheli duruma rastlamadı.,0
2986,swear,verb,küfür,Oxford-3000, , ,B2,It was a real shock; the first time I heard my mother swear.,Gerçekten şok oldum; annemin küfür ettiğini ilk defa duydum.,0
2987,sweep,verb,süpürme,Oxford-3000, , ,B2,A 1970s fashion revival is sweeping Europe.,1970'lerdeki moda canlanması Avrupa'yı kasıp kavuruyor.,0
2988,tear,verb,göz yaşı,Oxford-3000, , ,B2,You have to be very careful with books this old because the paper tears very easily.,Bu kadar eski kitaplara çok dikkat etmelisiniz çünkü kağıtları çok kolay yırtılıyor.,0
2989,threaten,verb,tehdit etmek,Oxford-3000, , ,B2,They threatened the shopkeeper with a gun.,Dükkan sahibini silahla tehdit ettiler.,0
2990,transfer,verb,transfer,Oxford-3000, , ,B2,He has been transferred to a psychiatric hospital.,Ruh ve sinir hastalıkları hastanesine sevk edildi.,0
2991,transform,verb,dönüştürmek,Oxford-3000, , ,B2,The reorganization will transform the entertainment industry.,Yeniden yapılanma eğlence sektörünü dönüştürecek.,0
2992,trust,verb,güven,Oxford-3000, , ,B2,My sister warned me not to trust him.,Kız kardeşim bana ona güvenmemem konusunda uyardı.,0
2993,vary,verb,çeşitli,Oxford-3000, , ,B2,We have tried several different approaches; with varying degrees of success.,Çeşitli yaklaşımları denedik; ancak her seferinde farklı başarı oranlarına ulaştık.,0
2994,whisper,verb,fısıltı,Oxford-3000, , ,B2,She leaned over and whispered something in his ear.,Eğilip kulağına bir şeyler fısıldadı.,0
2995,wrap,verb,dürüm,Oxford-3000, , ,B2,She wrapped the present and tied it with ribbon.,Hediyeyi paketleyip kurdeleyle bağladı.,0
2996,abandoned,adjective,terk edilmiş,Oxford-5000,,,B2,The abandoned car was found on a quiet road,Terk edilmiş araba sessiz bir yolda bulundu,0
2997,abstract,adjective,soyut,Oxford-5000, , ,B2,Truth and beauty are abstract concepts.,Gerçek ve güzellik soyut kavramlardır.,0
2998,adequate,adjective,yeterli,Oxford-5000, , ,B2,It's not a big salary but it's adequate for our needs.,Çok büyük bir maaş değil ama ihtiyaçlarımızı karşılayacak düzeyde.,0
2999,affordable,adjective,ekonomik,Oxford-5000,,,B2,We need to find an affordable solution,Uygun fiyatlı bir çözüm bulmamız gerekiyor,0
3000,alien,adjective,yabancı,Oxford-5000, , ,B2,When I first went to New York; it all felt very alien to me.,New York'a ilk gittiğimde her şey bana çok yabancı gelmişti.,0
3001,amusing,adjective,eğlenceli,Oxford-5000, , ,B2,It's a very amusing play with an uproarious final act.,Çok eğlenceli; finali de çok gürültülü bir oyun.,0
3002,astonishing,adjective,şaşırtıcı,Oxford-5000, , ,B2,Her first novel enjoyed an astonishing success.,İlk romanı şaşırtıcı bir başarı elde etti.,0
3003,audio,adjective,ses,Oxford-5000, , ,B2,The audio revealed the candidate boasting about his illegal activities.,Ses kaydında adayın yasadışı faaliyetleriyle övündüğü görüldü.,0
3004,automatic,adjective,otomatik,Oxford-5000, , ,B2,The state banned the sale of automatic weapons.,Devlet otomatik silah satışını yasakladı.,0
3005,awkward,adjective,garip,Oxford-5000, , ,B2,It's an awkward corner; so take it slowly.,Zor bir köşe; bu yüzden yavaş yavaş ilerleyin.,0
3006,balanced,adjective,dengeli,Oxford-5000, , ,B2,The news programme prided itself on its balanced reporting.,Haber programı; dengeli haberciliğiyle övünüyordu.,0
3007,beneficial,adjective,yararlı,Oxford-5000, , ,B2,The improvement in sales figures had a beneficial effect/influence on the company as a whole.,Satış rakamlarındaki iyileşmenin şirketin tamamına olumlu etkisi oldu.,0
3008,biological,adjective,biyolojik,Oxford-5000, , ,B2,Eating is a biological necessity!,Yemek yemek biyolojik bir zorunluluktur!,0
3009,bold,adjective,gözü pek,Oxford-5000, , ,B2,The team made the bold move of trading its star player.,Takım; yıldız oyuncusunu takas ederek cesur bir hamle yaptı.,0
3010,bound,adjective,bağlı,Oxford-5000, , ,B2,You're bound to forget people's names occasionally.,Bazen insanların isimlerini unutmanız kaçınılmazdır.,0
3011,casual,adjective,gündelik,Oxford-5000, , ,B2,He was dressed in casual clothes - sneakers; blue jeans; and a t-shirt.,Üzerinde rahat kıyafetler vardı; spor ayakkabı; kot pantolon ve tişört.,0
3012,challenging,adjective,zorlu,Oxford-5000, , ,B2,This has been a challenging time for us all.,Hepimiz için zorlu bir dönemdi.,0
3013,charming,adjective,alımlı,Oxford-5000, , ,B2,We had dinner with our director and his charming wife.,Yönetmenimiz ve sevimli eşiyle akşam yemeği yedik.,0
3014,colourful,adjective,renkli,Oxford-5000, , ,B2,The town; of course; has a very colourful history/past.,Kasabanın elbette çok renkli bir tarihi/geçmişi var.,0
3015,comic,adjective,çizgi roman,Oxford-5000, , ,B2,Dad read the front page while the kids read the comics.,Baba ön sayfayı okurken çocuklar da çizgi romanları okuyordu.,0
3016,comprehensive,adjective,kapsayıcı,Oxford-5000, , ,B2,We offer you a comprehensive training in all aspects of the business.,İşletmenin her alanında kapsamlı bir eğitim sunuyoruz.,0
3017,compulsory,adjective,zorunlu,Oxford-5000,,,B2,Education is compulsory for all children,Eğitim tüm çocuklar için zorunludur,0
3018,considerable,adjective,hatırı sayılır,Oxford-5000, , ,B2,The fire caused considerable damage to the church.,Yangın kilisede büyük hasara yol açtı.,0
3019,controversial,adjective,tartışmalı,Oxford-5000, , ,B2,The book was very controversial.,Kitap çok tartışıldı.,0
3020,conventional,adjective,geleneksel,Oxford-5000, , ,B2,I find his art dull and conventional.,Sanatını sıkıcı ve geleneksel buluyorum.,0
3021,convincing,adjective,inandırıcı,Oxford-5000, , ,B2,The end of the book wasn't very convincing.,Kitabın sonu pek inandırıcı değildi.,0
3022,curious,adjective,meraklı,Oxford-5000, , ,B2,I was curious to know what would happen next.,Bundan sonra ne olacağını merak ediyordum.,0
3023,cute,adjective,Sevimli,Oxford-5000, , ,B2,His baby brother is really cute.,Küçük kardeşi gerçekten çok tatlı.,0
3024,dairy,adjective,günlük,Oxford-5000, , ,B2,I was advised not to eat too much dairy.,Bana çok fazla süt ürünü tüketmemem tavsiye edildi.,0
3025,deadly,adjective,ölümcül,Oxford-5000, , ,B2,He was arrested for carrying concealed deadly weapons.,Gizli ölümcül silah taşıma suçundan tutuklandı.,0
3026,democratic,adjective,demokratik,Oxford-5000, , ,B2,We must accept the results of a democratic election (= an election in which all people can vote).,Demokratik bir seçimin (= herkesin oy kullanabildiği bir seçimin) sonuçlarını kabul etmeliyiz.,0
3027,dependent,adjective,bağımlı,Oxford-5000, , ,B2,He has three dependent children.,Üç tane bakmakla yükümlü olduğu çocuğu var.,0
3028,disabled,adjective,engelli,Oxford-5000,,,B2,He is disabled and uses a wheelchair,Engelli ve tekerlekli sandalye kullanıyor,0
3029,distant,adjective,mesafe,Oxford-5000, , ,B2,She could hear the distant sound of fireworks exploding.,Uzaktan gelen havai fişek patlamalarının sesini duyabiliyordu.,0
3030,distinct,adjective,belirgin,Oxford-5000, , ,B2,There's a distinct smell of cigarettes in here.,Burada belirgin bir sigara kokusu var.,0
3031,diverse,adjective,türlü,Oxford-5000, , ,B2,Students from countries as diverse as Colombia and Lithuania use Cambridge textbooks.,Kolombiya ve Litvanya gibi birbirinden farklı ülkelerden gelen öğrenciler Cambridge ders kitaplarını kullanıyor.,0
3032,dominant,adjective,baskın,Oxford-5000, , ,B2,Unemployment will be a dominant issue at the next election.,Önümüzdeki seçimde işsizlik baskın bir konu olacak.,0
3033,downtown,adjective,şehir merkezi,Oxford-5000, , ,B2,I work downtown; but I live in the suburbs.,Şehir merkezinde çalışıyorum; ama banliyöde yaşıyorum.,0
3034,dull,adjective,sıkıcı,Oxford-5000, , ,B2,She wrote dull; respectable articles for the local newspaper.,Yerel gazeteye sıkıcı ama saygın makaleler yazıyordu.,0
3035,dynamic,adjective,dinamik,Oxford-5000, , ,B2,She's young and dynamic and will be a great addition to the team.,Genç ve dinamik; takıma büyük katkı sağlayacak.,0
3036,editorial,adjective,editoryal,Oxford-5000, , ,B2,The newspaper's staff insisted on complete editorial independence from its owners.,Gazetenin çalışanları; sahiplerinden tam bir editoryal bağımsızlık talep ediyor.,0
3037,elegant,adjective,zarif,Oxford-5000, , ,B2,We met a young businesswoman; elegant in a black suit.,Siyah takım elbiseli; şık bir genç iş kadını ile tanıştık.,0
3038,elementary,adjective,ilkokul,Oxford-5000, , ,B2,I have an elementary knowledge of physics.,Fizik konusunda temel düzeyde bilgim var.,0
3039,enjoyable,adjective,eğlenceli,Oxford-5000, , ,B2,Thank you for a most enjoyable evening.,Çok keyifli bir akşam için teşekkür ederim.,0
3040,entertaining,adjective,eğlenceli,Oxford-5000, , ,B2,His books aren't particularly well-written; but they're always entertaining.,Kitapları pek iyi yazılmamış ama her zaman eğlenceli.,0
3041,equivalent,adjective,eş değer,Oxford-5000, , ,B2,She's doing the equivalent job in the new company but for more money.,Yeni şirkette aynı işi yapıyor ama daha fazla para kazanıyor.,0
3042,ethnic,adjective,etnik,Oxford-5000, , ,B2,A question on ethnic origin was included in the census.,Nüfus sayımına etnik kökenle ilgili bir soru da eklendi.,0
3043,evident,adjective,belirgin,Oxford-5000,,,B2,It is evident that he is not telling the truth,Doğruyu söylemediği aşikar,0
3044,excessive,adjective,aşırı,Oxford-5000, , ,B2,Excessive exercise can sometimes cause health problems.,Aşırı egzersiz bazen sağlık sorunlarına yol açabilir.,0
3045,exotic,adjective,egzotik,Oxford-5000, , ,B2,"Before you call someone ""exotic"" as a compliment; you should know that the word can be offensive; because it suggests that you think that person is very different from you.","Birine iltifat olarak ""egzotik"" demeden önce; bu kelimenin kırıcı olabileceğini bilmelisiniz; çünkü bu; o kişinin sizden çok farklı olduğunu düşündüğünüzü ima eder.",0
3046,extensive,adjective,yaygın,Oxford-5000, , ,B2,Her knowledge of music is extensive (= she knows a lot about music).,Müzik bilgisi çok geniştir (= müzik hakkında çok şey bilir).,0
3047,fabulous,adjective,efsanevi,Oxford-5000, , ,B2,She looked absolutely fabulous in her dress.,Elbisesi içinde kesinlikle muhteşem görünüyordu.,0
3048,failed,adjective,arızalı,Oxford-5000,,,B2,The failed attempt was a disappointment,Başarısız girişim bir hayal kırıklığıydı,0
3049,federal,adjective,federal,Oxford-5000, , ,B2,Federal law regulates trade with other countries.,Federal yasa; diğer ülkelerle ticareti düzenler.,0
3050,fond,adjective,düşkün,Oxford-5000, , ,B2,My brother is fond of pointing out my mistakes.,Kardeşim hatalarımı bana göstermeyi sever.,0
3051,fortunate,adjective,şanslı,Oxford-5000, , ,B2,You're very fortunate to have found such a nice house.,Böyle güzel bir ev bulduğunuz için çok şanslısınız.,0
3052,frequent,adjective,sık,Oxford-5000, , ,B2,A frequent criticism of the proposal has been its high cost.,Öneriye yöneltilen sık eleştirilerden biri de maliyetinin yüksek olması.,0
3053,full-time,adjective,tam zamanlı,Oxford-5000,,,B2,She has a full-time job,Tam zamanlı bir işi var,0
3054,furious,adjective,çok öfkeli,Oxford-5000, , ,B2,I was late and he was furious with me.,Ben geç kalmıştım ve o bana çok kızmıştı.,0
3055,gay,adjective,eşcinsel,Oxford-5000, , ,B2,My aunt is gay.,Teyzem eşcinsel.,0
3056,genetic,adjective,genetik,Oxford-5000, , ,B2,There are tests which can establish a baby's genetic endowment.,Bebeğin genetik yapısını ortaya koyabilecek testler mevcuttur.,0
3057,genuine,adjective,eşsiz,Oxford-5000, , ,B2,If it is a genuine Michelangelo drawing; it will sell for millions.,Eğer gerçek bir Michelangelo çizimiyse; milyonlarca dolara satılır.,0
3058,golden,adjective,altın,Oxford-5000, , ,B2,He's got a place at university; which gives him a golden opportunity to do research in the subject that interests him.,Üniversitede bir yeri var; bu da ona ilgi duyduğu konuda araştırma yapma fırsatı veriyor.,0
3059,gorgeous,adjective,muhteşem,Oxford-5000, , ,B2,The bride looked gorgeous.,Gelin muhteşem görünüyordu.,0
3060,graphic,adjective,grafik,Oxford-5000,,,B2,The book has graphic descriptions of violence,Kitapta şiddetin grafiksel tasvirleri yer alıyor,0
3061,hidden,adjective,gizlenmiş,Oxford-5000, , ,B2,There were hidden microphones in the room to record their conversation.,Odada konuşmaları kaydetmek için gizli mikrofonlar vardı.,0
3062,hilarious,adjective,gülünç,Oxford-5000, , ,B2,He didn't like the film at all - I thought it was hilarious.,Filmi hiç beğenmedi; ben ise çok komik buldum.,0
3063,homeless,adjective,evsiz,Oxford-5000, , ,B2,Accommodation needs to be found for thousands of homeless families.,Binlerce evsiz aileye barınma imkânı sağlanması gerekiyor.,0
3064,identical,adjective,birebir aynı,Oxford-5000, , ,B2,I've got three identical blue suits.,Üç tane aynı mavi takımım var.,0
3065,immune,adjective,bağışıklık,Oxford-5000, , ,B2,Most people who've had chickenpox once are immune to it for the rest of their lives.,Suçiçeği hastalığını bir kez geçiren çoğu kişi; hayatının geri kalanında bu hastalığa karşı bağışıklık kazanır.,0
3066,incorrect,adjective,yanlış,Oxford-5000, , ,B2,The assumptions made about the economy's rate of growth proved to be incorrect.,Ekonominin büyüme hızına ilişkin yapılan varsayımların yanlış olduğu ortaya çıktı.,0
3067,inevitable,adjective,kaçınılmaz,Oxford-5000, , ,B2,Eventually the inevitable happened and he had a heart attack.,Sonunda kaçınılmaz olan gerçekleşti ve kalp krizi geçirdi.,0
3068,innovative,adjective,yenilikçi,Oxford-5000,,,B2,She has an innovative approach to problem-solving,Sorun çözmeye yönelik yenilikçi bir yaklaşımı var,0
3069,instant,adjective,ani,Oxford-5000, , ,B2,This type of account offers you instant access to your money.,Bu tür hesaplar paranıza anında erişmenizi sağlar.,0
3070,intellectual,adjective,entelektüel,Oxford-5000, , ,B2,Looking after a baby at home all day is nice but it doesn't provide much intellectual stimulation.,Bütün gün evde bir bebeğe bakmak güzel ama çok fazla zihinsel uyarım sağlamıyor.,0
3071,isolated,adjective,izole edilmiş,Oxford-5000, , ,B2,There were only a few isolated cases of violent behaviour.,Şiddet içeren davranışlara ilişkin yalnızca birkaç münferit vaka vardı.,0
3072,joint,adjective,eklem yeri,Oxford-5000, , ,B2,The project was a joint effort between the two schools (= they worked on it together).,Proje iki okulun ortak çalışmasıydı (birlikte çalıştılar).,0
3073,literary,adjective,edebi,Oxford-5000, , ,B2,The Booker Prize is the most coveted British literary award.,Booker Ödülü; İngiliz edebiyatının en çok rağbet gören ödülüdür.,0
